V1,Control.F.12-Acarbose.F.12_logFC,Control.F.12-Acarbose.F.12_logCPM,Control.F.12-Acarbose.F.12_LR,Control.F.12-Acarbose.F.12_PValue,Control.F.12-Acarbose.F.12_FDR
Lck,1.80388791406443,-0.484771982926598,15.9260898473187,6.58645310082919e-05,0.0663248590359131
Cd52,1.55687788896969,1.11729671255051,10.8331554015793,0.0009969858985621,0.166018922650145
Gm38393,2.40005597386145,-1.02029841377245,4.78743691584904,0.0286680557046433,0.522422169926579
S100a6,1.76186039623428,0.374999520763652,6.83866114654468,0.0089205672628821,0.352109106825764
Col1a1,2.0550624331616,2.39838835369534,10.5425613237985,0.0011665664245664,0.172640721573551
Napsa,2.12418610045514,-0.247207978854097,5.82849841811557,0.0157685773773302,0.449046616034984
Nkg7,2.34514898858025,-1.01483437799261,12.4237903493674,0.000423899017612,0.106134733522556
Casq1,4.54865401578539,-0.786936845795633,4.39843748924829,0.0359718738744395,0.559378646473627
Spib,1.91382657133219,-0.764566755517609,13.4821231400317,0.0002408471228808,0.0840617100029798
Zmynd10,-2.03451834475994,-1.56960397840183,4.58892236796988,0.0321792402886558,0.542062523977294
Crybg2,2.11945150335709,1.67421076092585,7.2863942120259,0.0069478788014347,0.325229266845496
Ikzf3,1.52652491563491,-1.08647211281052,4.11158587659828,0.0425904076126938,0.591806164569556
Dnah11,2.02427408738242,-1.00022206284941,5.55362541863497,0.0184424494073218,0.469460185072368
Adcy1,2.36311152373267,0.379068789863341,7.39330392688089,0.0065467125672712,0.321400336744154
Myo1g,1.88805233181442,0.652965901010958,18.7625516910349,1.48045746551898e-05,0.0236665930437863
Cep72,2.39806216943166,-0.95850023330026,14.3668328714432,0.0001504287864686,0.0747416260223451
Hmgcr,-1.5744559041312,6.62371806163832,12.0588144834824,0.0005154806286803,0.111445765912666
Cfap20dc,1.86594721988416,-1.84806690558881,4.32507341525334,0.0375547941448972,0.566757017405947
Anxa8,2.41114403327045,-1.50428902001515,4.20276643453073,0.0403580899300977,0.583604939313515
Scara5,4.05663466464367,2.07792398142309,4.5633703734357,0.0326627353332,0.545037307643897
Tfrc,-1.58850697066431,4.35782014804623,14.2988844937179,0.0001559572714857,0.0747416260223451
Ltb,1.81868945063043,0.422972621324108,13.0111277573604,0.0003096454027692,0.0951921424744067
Ms4a1,1.55846385214476,-1.08473036783532,4.90950750674448,0.0267092556218475,0.511719117978402
Gna14,1.92173276320273,2.29360580816545,25.0958964383451,5.45488164539009e-07,0.0043600868991603
Trpm6,-1.68736071347864,-0.0456694460371696,4.77615860542048,0.0288564228728368,0.522422169926579
Sntg1,-3.68665808045119,-1.43055527960252,5.20818511304572,0.0224807898814724,0.492973809389873
Coq10b,-1.52844755958732,4.27743127884931,12.3539347395546,0.0004400580141369,0.106134733522556
Vil1,-2.31719404913874,1.15750343046415,5.39344177970494,0.0202125653604558,0.480443260902296
Tnnt2,2.29211078035347,-0.0328390086054661,3.92271141464053,0.0476379890854485,0.604624856250109
Ifi211,1.60356943211229,-0.506699793464179,7.28598858002559,0.0069494477750115,0.325229266845496
Ush2a,6.08942623485123,-1.33307702907561,15.5861536553502,7.88297461330132e-05,0.0663248590359131
Card9,1.98160754520628,-0.895658716123,14.4336286311048,0.0001451864229092,0.0747416260223451
Adam33,1.99884929087329,-0.283141495035077,9.92852297654041,0.0016273706926508,0.202220612725126
Prom2,3.39769100485407,-0.0830065426734765,6.6967596411028,0.0096588292737871,0.368510846708259
Fbln7,1.73993056995559,-0.652064696069244,7.1566789467151,0.0074685351624491,0.331265951958742
Cd72,1.6498485157564,1.04700168281042,15.8369765624509,6.90400598636108e-05,0.0663248590359131
Ttc39a,-2.42024291738438,0.62040169564966,7.78393388808414,0.0052712888090985,0.309345200577103
Slc34a2,2.26438812699285,0.0359090463397296,6.4500292178037,0.0110950517637731,0.390669235770924
Cxcl9,1.57223629760972,2.40990236235058,8.44151454902774,0.0036675067511944,0.282493106232395
Tuba8,-2.43803974854742,0.952813583518583,9.51136864589503,0.0020420280091391,0.232414073519471
Cd27,1.90768985005955,-1.29996543547116,7.73568418917716,0.0054140045262817,0.309969509926388
Lat,1.65813390731105,-1.00335630255891,7.07921846606705,0.0077983014698048,0.335451686253531
Cox6a2,4.64248121205421,-0.262436919526381,4.03250814041576,0.0446315412086515,0.596502601284372
Itgax,1.83837219123127,-0.303589186916821,7.77998453382089,0.0052828249566839,0.309345200577103
Wee1,-1.66097149914623,3.58535154074038,5.57480513149778,0.018220692512304,0.469460185072368
Pdgfrl,-2.92257828626912,-1.17290636884995,11.4390037513834,0.0007191834049568,0.13846123811501
Mt2,-1.94423812112161,2.81053230352698,3.91271475577489,0.0479221267512057,0.604643345102427
Lpar2,1.94487762975094,0.203997717165234,4.80265600429678,0.0284158976707154,0.521727894152629
Usp2,-3.024298030534,4.97247296117237,10.8684718092392,0.0009781520954875,0.164597256825929
Treh,-1.76879227593204,0.0829738951074215,4.8743253453291,0.0272590945752178,0.515087335554884
Pstpip1,2.57304444266412,-1.17796489250967,12.831342782642,0.0003408610487058,0.0955965741159933
Adra2a,4.78536676083915,-1.39195979449705,5.81894579105447,0.0158544447097658,0.449046616034984
Recql4,1.84051191266811,0.335477663320979,6.36301371757114,0.0116523459767544,0.39541789532406
Dnah17,-2.65766252213372,3.48021979802796,3.97737454429847,0.0461153896141705,0.603991440420714
Cdhr2,-2.70958907672436,-1.6120638156891,6.22562228465338,0.0125914648791262,0.410790117464717
Ccl5,1.73034912233204,-0.293454701643286,7.46608861337232,0.0062872001011558,0.319631143340209
Card11,1.5981968203892,-0.99338009796524,5.91745353780615,0.0149916105564285,0.442986850933579
Cpz,2.12454552548689,-1.13347783417746,6.88363864465353,0.008698829562559,0.348929474954644
Prf1,2.77579605623675,-0.974708718049936,14.4281255085267,0.0001456112849261,0.0747416260223451
Map4k1,1.62461965486145,-0.298769089422752,11.0323941992967,0.0008953343932234,0.155574082718147
Ifi206,2.72473205019134,-1.81062272035674,4.85488909990303,0.0275678859361746,0.516914590998993
Ciart,-2.59992820905941,2.81332353298894,6.2326773475517,0.0125413975774049,0.409993418552955
Ppl,-2.08904786942317,4.31598459202872,19.1329287625758,1.21923110512897e-05,0.0216730578800178
Mmd2,-1.61690003080162,2.67344496576132,8.16141905564795,0.0042790877075186,0.29763884125658
Trmt9b,1.65729322486564,1.58369591012792,9.0793667244733,0.0025850955241345,0.250718807184486
Batf2,1.81920371215637,-0.81504379791713,13.7794220131561,0.0002055756722807,0.0815521018106573
Mthfd1l,-1.88771354316875,0.489395316441326,9.16129176581097,0.0024718801879529,0.250097953700098
Cyp2s1,1.90619399437815,-0.517480108203836,5.02678250045902,0.0249582231519779,0.501233863451656
Serpina3a,2.73564328030844,-1.54774664108256,4.50347640344606,0.033826018388321,0.550094333627365
H2-Ob,2.17056266305493,-0.647651287386451,13.1254283223217,0.0002913147502855,0.091312894079692
Serpina12,1.77356116968303,4.9850591237652,6.06811410917433,0.0137643849023678,0.423964271771198
Mfap4,2.09294892711602,-0.646770790333507,6.01313783234593,0.0141997548810872,0.432375774341067
Mrap2,-5.5413189359367,0.232722160527215,5.1087544252953,0.0238054049577962,0.495881048098838
D930007J09Rik,2.10517366559694,0.455762602008661,15.6103454461441,7.78276109308205e-05,0.0663248590359131
Ifi209,1.92314936007169,-0.709940935873157,8.16005580593779,0.0042823053602535,0.29763884125658
Epop,-1.52778224416606,2.35702539774889,9.87141955302739,0.0016786594270367,0.20586314210254
Tafa2,9.34019192870195,-0.370642196394884,14.2238831092727,0.0001622975415784,0.0747416260223451
Slc15a5,1.72479743423017,1.39317400872028,7.7407748442951,0.0053987630195638,0.309969509926388
Zbtb7c,1.98230757246805,0.575100365640022,5.97531747691454,0.0145074695704657,0.433586768672616
Defb1,2.94961251109342,-0.148436824972405,7.08704942224909,0.007764297508638,0.335451686253531
Adamts6,1.58212970232753,0.170504223689542,8.50221952802131,0.0035471352813829,0.282493106232395
Hrk,-2.98878944109808,-1.69639783090249,10.6667620830351,0.0010907789070187,0.169970847145142
Dmbt1,7.23487662331597,1.48675902924872,5.50794958731419,0.0189302266899293,0.470187262327236
Ranbp3l,-2.41436426972466,-0.341983906675228,10.3782301963686,0.0012750986302632,0.175721781925755
Tsku,-2.24855132937644,6.29839940127693,13.5908518463502,0.0002272904649122,0.0825787584565277
Bex1,3.75601486576134,-2.53359884454352,3.90947967995145,0.0480144606842561,0.604853560676531
Ptges,3.22165905922924,-1.49930982432863,6.76209327549313,0.009311446884703,0.362870330678608
Akr1b7,-2.21266584268438,0.502713555925986,4.44903708692159,0.0349209319589592,0.554365460075395
Rasal3,1.69803066593018,-0.308590219723797,8.65540013148274,0.0032609346063421,0.275769707874485
Slamf8,2.70501472744105,-1.5786262218791,11.1601907560999,0.0008357132948377,0.149662035572131
Ifi205,1.57081122232017,-1.19403910222419,5.04727699701881,0.0246646706209986,0.500350523633748
Mtnr1a,2.18389137580779,0.755712813794576,8.92034206936864,0.002820116861053,0.257613646518826
Kbtbd11,1.53007803985377,0.108769394274072,5.14908910384099,0.0232585709853435,0.495748687695602
Cyp3a11,-2.33554088454742,11.1964024127463,25.3305350306699,4.83001819602346e-07,0.0043600868991603
Lepr,1.9021805990181,2.50760181957543,7.75885222142353,0.0053449916417522,0.309969509926388
Gsta2,-1.67497547090032,5.13179277356781,17.9045565465215,2.32264357452234e-05,0.0337543456202856
Unc13d,1.5828861796488,0.22867701593598,15.2706753522556,9.31514749173051e-05,0.0668419913780877
Serpina9,2.32476888326869,0.213735838478013,6.67085226596566,0.0098002313187031,0.371988424341286
Capn11,4.29209286718331,-0.297493002334897,5.67936058978691,0.0171656224040592,0.463469207784087
Ces4a,2.05306331504152,-0.111396036442141,4.42235569883417,0.0354710343208345,0.556767359049762
Retnla,4.81370415604088,-2.17806971746576,4.2820383473446,0.0385171311326305,0.573309923916417
Cfd,7.24177641684303,0.301613376633896,5.3887014702218,0.0202675476768008,0.480707740595457
BC023105,2.59442054563833,1.35337928652281,21.1418261398089,4.26516552530004e-06,0.0136365872174893
Sema3e,-2.74662769404909,-0.393101188131714,10.2433036424156,0.0013718168011396,0.183128782064724
Zfp979,1.89222075393986,-0.430272840310414,4.40273616873181,0.035881318406477,0.559063115054524
Mup3,1.55806121358144,11.582721348148,16.3391724181323,5.29578610847136e-05,0.0651218744077101
Ifi208,2.6629524404771,-1.07995693149179,12.2955771686971,0.0004540329417704,0.106134733522556
Gm4841,2.06531967337057,-0.919555332302152,8.09994145279457,0.0044266688421746,0.300039096617676
Fcho1,1.96397101341654,-1.33376315061245,6.40935533389721,0.0113520623627979,0.390669235770924
Rgma,1.72311657603872,-0.600754812879437,4.56933459489096,0.032549205886371,0.545037307643897
Nup62cl,-4.38788012393771,-1.0353750662214,21.946386924986,2.80374249715369e-06,0.0112051568898747
Gm15401,2.10783617266679,0.594003447115138,13.9614135661939,0.0001866013035455,0.0785002220652514
Ifi213,6.1113901625256,-1.2876309972173,9.92348450325633,0.0016318315426961,0.202220612725126
Gsta5,-2.38910608942585,2.56466040548084,20.3093048291737,6.58794235919425e-06,0.0175524744256799
Gsta1,-2.0427852769975,4.40914955618558,22.2101524805687,2.44378152824388e-06,0.0112051568898747
Bglap3,2.61953098830899,-1.28932461222399,5.79855119486623,0.0160393855721241,0.449046616034984
Zfp1003,-1.78469898085073,4.63670632102166,13.1617897233379,0.0002857158605048,0.091312894079692
Trbc2,1.59663960692279,-0.714459782976471,9.67560752632127,0.0018673051447753,0.221116592921318
Igkv6-32,3.56713801477005,-1.85956087773021,4.02983749017245,0.0447022467370623,0.596502601284372
Igkv8-16,5.10529535688537,-2.55062823148185,4.66699558833342,0.0307476714395434,0.535176626516293
Ighg3,2.94030951080407,-1.13162589057863,6.00842780538805,0.0142377076247752,0.432509976896326
Ighm,1.78102340618185,4.33975890607882,8.09767847501098,0.0044321991020918,0.300039096617676
Zfp970,-1.71885180898584,3.3500100937429,11.0082355851443,0.0009070795087459,0.155920140073261
Tgtp2,1.77196935897025,1.77774654058097,10.201786831798,0.0014030464126337,0.183845081576746
Tgtp1,1.92443783953207,1.81869109022983,10.7891696645105,0.0010209566816651,0.166214677156025
Gm43302,1.72535463283357,0.0988085336428831,6.54343753530179,0.0105271740923599,0.382471375091966
Gbp4,1.52214146715359,1.92388058965844,7.02896391872215,0.0080201741399165,0.339181226985996
Dynlt2a2,2.00627000173399,-0.969788314457772,4.90541917864684,0.0267725529336605,0.511719117978402
Gm14387,-1.77883332493649,-0.306088496006101,9.01542207308042,0.0026771106155101,0.251208470810034
Gm15821,2.1065884748685,-0.59214905635071,11.9455383114238,0.0005477840160846,0.116758337081721
Gm12250,1.68350345957401,0.754551369647779,5.83278752420237,0.0157301791907557,0.449046616034984
Mir142hg,1.54950012128723,-0.354092570752587,8.30712587432721,0.0039489832455142,0.290185766731971
Gm16348,6.40272858775241,-0.883346474734783,6.7208663430427,0.009529132737557,0.366020874605385
Gm12718,3.57945462168931,0.898452461400295,16.3400867033908,5.29323184785498e-05,0.0651218744077101
Acss2os,1.53601879576068,-1.03632300406816,5.11221733995481,0.0237579378325174,0.495881048098838
Chn1os3,1.93458524761097,0.185627292041086,19.9049789543811,8.13880866464912e-06,0.0185867136161544
Gm11766,1.62938222350969,-1.06650691055247,4.05183789969884,0.0441232820885415,0.596242423894695
4930481A15Rik,-4.68580400070981,-0.346440802479189,11.3731947200244,0.0007451160903631,0.138504951401692
Gm15409,1.554952282139,-0.322463373551653,4.69295543236855,0.0302865117332697,0.530877386587774
Gm13203,2.07336278473967,-1.65682326006006,7.4451647217527,0.0063607097434602,0.319631143340209
C2cd4d,1.50818017401221,0.504992804280953,7.69949170571049,0.0055236378264124,0.310546545421447
Serpina4-ps1,3.03873976689107,4.56845615593041,6.58601241080159,0.0102783144125521,0.37772214758404
Igkv10-96,2.95841649182688,-1.81319271273743,7.70564180952124,0.0055048496823591,0.310546545421447
Gm14403,-1.7977821205919,1.90377844442603,11.1449967339812,0.0008425862130296,0.149662035572131
G530011O06Riky,2.46828094984906,-1.84543207625511,7.14212409605918,0.0075293922890529,0.331265951958742
Igkv6-17,2.46563279994222,-2.13452331114929,4.65762884253709,0.0309158576988258,0.535450597154311
Gm26596,1.55756046564308,-0.532496870134883,5.7353907060181,0.0166263689045646,0.456556462568043
9330175E14Rik,1.66122541026048,0.477633375882956,9.80205605310006,0.0017431686645299,0.211108289933146
A230087F16Rik,1.69760419308425,-0.551635678169373,3.95488373897808,0.0467355464353485,0.603991440420714
Gm20033,1.73289466263429,-0.715380860342933,5.82436341893806,0.0158056873730895,0.449046616034984
2310034O05Rik,3.84776453462494,-1.07516312252432,9.29957588516842,0.0022920691394395,0.241059324099214
Ovol3,2.05227704382019,-1.47601508971413,5.07347629630843,0.0242946156949372,0.497794573147157
Gm28720,1.58522652456021,-0.542291041225684,5.10584086231148,0.0238454181645569,0.495881048098838
Gm37969,2.06774384540361,0.101943020653732,12.2496029726795,0.0004653571626632,0.106134733522556
Gm37795,3.82003016358805,-1.6177943213024,8.68798860142823,0.0032031391558803,0.275769707874485
Gm37729,2.15144254732459,0.0659513357263768,6.14610244388592,0.0131702036713866,0.418624295276522
Gm37416,2.9131235223547,0.084076526347472,5.52094445414932,0.0187901115466093,0.469619807015634
Gm37691,1.73814731347299,1.28546760157638,7.95971641727296,0.0047829907482326,0.307828437553042
Gbp6,1.5738886341323,2.28520075056111,10.2241657047797,0.0013861242731034,0.183128782064724
Gbp10,2.03846872131096,2.62531871443883,12.8400630622844,0.0003392761789491,0.0955965741159933
Gm42429,2.36079213585571,0.027478989516018,4.11391880782261,0.0425317029036936,0.591806164569556
Gm43714,1.55786832050922,-0.603109512293114,6.54712530208938,0.010505375942409,0.382471375091966
Gm43197,2.07121076312622,-1.46170866097676,4.94874382078756,0.026109633102637,0.510137317971987
Gm44202,-2.12888622129369,-1.56629515166892,7.99515785848305,0.0046902610908738,0.307189213075467
Gm45548,1.91742623986249,-1.6004862213161,6.84127572734192,0.0089075204374403,0.352109106825764
Gm42303,-3.05314053725097,-2.36989463439846,3.85569835841626,0.0495772835643477,0.607727837079116
Gm45301,5.23128510812365,-1.95382345654852,7.20223184345285,0.0072812971887791,0.327978966251897
Gm34654,2.9441657733389,-0.687676147290014,11.2140126623762,0.0008118199011212,0.147474465219587
Gm49759,1.6059170551451,-0.922756767960486,4.45436653490671,0.0348121254940321,0.55400024211565
Gsta13,-2.87499834117483,2.84569877104847,12.0573415885031,0.0005158880694068,0.111445765912666
Rpl26-ps6,-1.70347829255832,-0.138641614671653,7.93622594038703,0.0048454788004879,0.307828437553042
Gm32872,1.52561144258019,-0.0327251538355416,4.75652822661243,0.0291873637882083,0.525942090278615
Gm40770,1.55582550276314,0.967355109281934,9.32357652927309,0.0022622399442941,0.241059324099214
Gm30127,4.49101272929335,-1.86472815705201,4.4469554300551,0.0349635277726372,0.554491026759304
Gm10366,2.536425887535,-0.709494826160934,5.21882279165911,0.0223436717635958,0.492973809389873
Pdxp,-2.31128190498355,-1.43957983872888,5.30807519614221,0.0212267956906774,0.484759365587385
Dreh,-2.39300798760361,-0.739043124902494,9.98257883266152,0.0015802820653157,0.198916449575884
Gm36279,4.05944072277755,0.635377809390086,5.44101863911332,0.019669195351167,0.474430666781777
Gm46620,2.19612902583276,3.19537017105725,4.30343003259605,0.0380355870469472,0.569856508465321
Gm56782,2.45431687005299,-1.23026647904414,9.38536735848407,0.0021872421941413,0.241059324099214
Gm57438,4.06449102247676,-1.14788144871502,5.26383741777855,0.0217729607530391,0.489919641599435
Gm56626,1.94948681680709,0.698410839334166,8.62901019909348,0.0033085129212129,0.275769707874485
Gm56542,7.09077502786557,2.52189404013598,12.7275166242513,0.0003603146722309,0.096098620860357
Gm56593,1.8033877726987,-0.447894229332225,12.7103108963539,0.0003636449667961,0.096098620860357
Gm34833,-2.05539930247884,-1.31970053050091,6.84612476208966,0.0088833753161852,0.352109106825764
Gm57395,3.46137897728247,-0.520546941474751,9.32669806000928,0.0022583893985771,0.241059324099214
Adh6-ps1,6.48317440638624,2.74491778422744,14.8599546399491,0.0001157953206436,0.0704237918010487
