V1,Control.M.12-Acarbose.M.12_logFC,Control.M.12-Acarbose.M.12_logCPM,Control.M.12-Acarbose.M.12_LR,Control.M.12-Acarbose.M.12_PValue,Control.M.12-Acarbose.M.12_FDR
Cnn1,-4.1819214432199,-1.73483671667036,7.85178013038229,0.0050770691905021,0.172685166126312
Cyp2a5,-1.90066797341495,10.74799299718,14.3309192354263,0.000153325785753,0.046868044102472
Slc4a1,2.52127927643896,-1.5296730255015,4.48168136602236,0.0342600008156578,0.335177706878278
Krt23,-2.30189546223716,3.39521827207173,10.7006838859967,0.0010709593916267,0.0950926254985935
Rps18,-3.49586892441974,5.73535066745269,9.04284927797821,0.0026372429405019,0.131750607842292
Ptgds,-1.92596806262883,1.8599265419339,11.9006100676056,0.0005611556222823,0.0735297850639741
C4a,1.71003743441486,7.8646761268036,8.15435112548017,0.0042957967504974,0.160870596348625
Ttbk1,1.89467860017527,0.761059496868064,16.935021776063,3.86813125201976e-05,0.0223468605023873
Pnpla5,8.92088023770313,-1.46193270997062,12.9922569230643,0.0003127817308929,0.0595253422625574
Cyb561,2.22430982228163,1.68619960973328,8.27121886539587,0.0040278457009479,0.158801645875225
Hebp2,-1.94158438706049,-1.83673696658432,3.96252106326723,0.0465239764705855,0.36883536131667
Moxd1,3.20385767128904,2.58265298350066,3.93990675191768,0.0471533911867661,0.369663808834337
Socs2,-1.92296534697079,3.92136192209752,9.01882523524822,0.0026721307772115,0.132249791345211
Shc2,-2.74483179417556,-2.04679820694028,4.11854746311228,0.0424154814200875,0.357058391775418
Adcy1,2.2796297341104,0.379068789863341,5.96597946511265,0.0145844968306936,0.245868844287818
Rnf144a,1.55121236394275,1.35643739100397,8.46080703857709,0.0036288080792796,0.151070609651378
Rrm2,1.63940317891064,1.03524414656113,12.3207043091571,0.0004479616447395,0.0658592712742989
Acot3,-3.32721261102517,5.25521428588413,16.8538596184562,4.03711471124127e-05,0.0223468605023873
Cxcl14,2.24217601218078,0.275403429132113,9.88917903342775,0.0016625352596098,0.109823506860016
Cfap20dc,1.8889604965037,-1.84806690558881,6.59648857968033,0.0102180088365316,0.21567521774561
Scara5,2.5126671438097,2.07792398142309,8.98746136677525,0.0027183838387101,0.132573813890082
Sybu,-2.55439958631326,0.705910068791325,9.17980544695416,0.0024470003353466,0.131750607842292
Myc,-1.6356595065093,2.40344645185976,6.69518131226996,0.009667383668628,0.211380764239083
Cyp39a1,-4.32899973613393,4.30435013247077,37.0665120843483,1.14167684629324e-09,5.43840634152877e-06
Fgd1,1.90361479251469,-0.595826422559129,7.10964103939315,0.0076670461132793,0.197367792539264
Ifi202b,-7.96967926026731,-0.0517843265565183,12.7804103502351,0.0003502680855755,0.0615317100660433
Adcy10,3.36283938403457,-1.54251064718003,6.50503716666653,0.0107569315564446,0.219143791188225
Fmo3,-2.38632698844195,6.98498922695574,4.58646156753528,0.0322254767646028,0.328930378803865
Lcn2,3.26609240391019,3.35543109490118,14.1129541330589,0.000172154109618,0.0478125733050284
Nr4a2,1.62977596126116,-0.304461876495275,4.9779916930146,0.0256717679318371,0.301534814223621
Knstrn,-1.52268651568601,-0.42521853191621,7.91829236243188,0.0048937440906244,0.170438764777173
Cpxm1,-1.64345774537439,0.0604344128684442,8.91358965248787,0.0028305632570956,0.133148999156994
Fabp5,2.6177043671736,3.56288680099828,12.457926614558,0.0004162217085982,0.0655600843307449
Chrna4,3.28128515599367,1.44198754803788,11.9859296165914,0.0005360374498,0.0735297850639741
Ccdc39,1.51714337155403,-0.811323600040963,5.84868315872367,0.0155887118333027,0.251972848702909
Hao2,-2.07428088440622,4.9136740790111,5.51306688517917,0.0188749218107083,0.269690028878479
Ifi44,1.94210848800307,1.14227426732965,11.8689060467687,0.0005707893024856,0.0735857886252907
Atp6v0d2,-1.7029299603809,2.74623078736544,9.58065296637438,0.0019663845921303,0.12118559206728
Cyp7a1,-1.83958308052082,6.7535086515528,6.18952663360653,0.0128508556750478,0.232119668863776
Gpx7,-1.90731634170715,0.306265592594593,19.8322897784316,8.45423878286996e-06,0.0079499683048799
Cyp4a14,-2.3552422626113,10.6273762730769,6.18424379309677,0.0128892773823123,0.232297619203658
Crybb3,2.60068807574516,-0.122428077359659,13.2994526573971,0.0002654836078441,0.0558423809868012
Tuba8,-3.07060297591435,0.952813583518583,11.6133430438913,0.0006548034792022,0.0764358673192273
Clec2h,-8.99524547546819,0.727343073187624,20.4960597501979,5.97541330736616e-06,0.0068230683665396
Cyp2b10,-1.58074693505759,5.15996957138882,7.20153127688356,0.0072841401293422,0.194397769795769
Tmc5,2.22743618106393,-0.349382915494058,5.46914713514528,0.0193550685763792,0.274299757324466
Fgf21,2.44108455070595,3.79487546661965,11.9276695389492,0.0005530631843073,0.0735297850639741
Mcf2l,1.59813620692878,-0.967565891906265,4.62770141649872,0.0314596839778216,0.325817797650859
Sfrp1,-1.9707569225977,-0.194028466793182,5.58938441460243,0.0180696453564058,0.26471164750947
Fgl1,1.63315677545043,7.84409788340962,6.86166438907446,0.0088064482571062,0.204222408625789
Pdlim3,-3.31552145141502,-0.947869102393074,4.80230441119473,0.0284216969268959,0.31139959463868
Ucp1,-7.09943751479343,0.155066195839971,4.62341335568887,0.0315384179334741,0.325817797650859
Mt1,-1.6122645305582,8.02044864240767,3.85925227861969,0.0494723713301092,0.37461008686734
Ctrl,2.76885275309092,-1.25398201914586,4.01541345771686,0.0450861674271883,0.365305358586433
Usp2,-1.71901174083229,4.97247296117237,3.8786415184384,0.0489041124384345,0.373521806708463
Cspg5,2.15409209627035,1.32823424975708,14.081855033937,0.0001750241026656,0.0478125733050284
Oas2,2.0926357198563,0.716262991781231,17.0084737459361,3.72133682572704e-05,0.0223468605023873
Igf2bp2,1.51490895238182,0.201734149620838,6.17874855268634,0.0129293691599702,0.232495945322029
Map9,1.73220364792169,-0.0289891872214978,10.3617212139111,0.0012865519502529,0.102305962023581
Eda2r,1.78284952389469,-1.27809487924143,6.41348028061122,0.0113257215126195,0.221878656986195
Twist1,-1.71869169441539,-0.8355154707608,4.04239875907832,0.0443707105574535,0.363190055796954
Pax1,4.58108379936218,-2.91164526397376,3.94207204757816,0.0470927385481185,0.369657540190368
Mycn,3.87171556278858,0.254117306122683,29.5498262809732,5.44975377529391e-08,0.0001742395277036
Serpine1,2.01063000370102,1.00996916988886,6.43626720651358,0.0111813361555707,0.220775296186499
Dzip1l,1.86790462432169,-0.58018546272524,9.51195151426847,0.0020413794917063,0.123326664547114
Ifi206,3.46542800225125,-1.81062272035674,6.81457001191839,0.0090417072218938,0.20648675949885
A4gnt,3.94584957803383,-1.62983185838901,7.27356263613849,0.0069976867642565,0.192547866332153
Tmem255b,1.74142076789608,-1.32722861838678,4.63865816806936,0.0312594347046165,0.325817797650859
Capn8,1.81872681923464,1.25448856872118,6.23457415908083,0.0125279714960866,0.231720303925457
Slc35f1,3.82549076416313,-2.40268666012551,4.01800092972422,0.0450170426403585,0.365305358586433
Chad,1.73394593610505,0.618155139660081,6.4324429457871,0.0112054353589592,0.220775296186499
Cdh18,-1.97398647898735,-1.34481385998297,6.58796684148344,0.0102670362007012,0.21567521774561
Abcb1a,-1.68783015759226,3.30215019254201,15.4787673125539,8.34372698915662e-05,0.0341768900862576
Npnt,2.67466003334625,0.451698778130908,9.41147548106755,0.002156316403208,0.124108708787075
Serpina12,2.12436253977258,4.9850591237652,8.84152138568665,0.0029445358533669,0.134874928802075
Pnpla3,4.65132531651551,-0.0869015786949562,13.9617879582356,0.0001865641460886,0.0482530695733766
Cilp,-2.74943528031929,-1.71066864684616,4.10840089727317,0.0426706904058574,0.358075410408418
Gucy2c,2.1771684242518,1.89852604792456,8.17077118148433,0.0042570803105908,0.160600584323459
Nmnat2,-1.51734277280493,-1.24564086790674,4.25333705081937,0.0391732835658279,0.347130881975235
Rnf227,1.6527779021674,-0.709975829936134,6.31275861695353,0.0119872183999281,0.227690530882781
Tafa2,-4.08979888070396,-0.370642196394884,4.64287179653299,0.0311827793792264,0.325549700610959
Zbtb7c,1.65028029542425,0.575100365640022,4.68952514052557,0.0303470329284121,0.319162939732629
Serpinb1a,-1.99527638603666,4.43056897980211,10.3297057015241,0.0013090607755339,0.102492868337929
Slc16a5,-1.87085427110136,4.83286331398434,13.1332682489556,0.0002900982868781,0.0579860069006185
A2ml1,-2.77727812124104,2.24949841914497,10.8879582063406,0.0009679146760551,0.0899597907640554
Flrt1,1.58481882831489,-0.483713474739919,4.33208290406111,0.037400451713869,0.343694198078743
Ranbp3l,-1.78377327024657,-0.341983906675228,5.44693016416299,0.019602743394396,0.276096436918779
Neto1,1.67587083819959,-0.394592592904131,3.94723485586012,0.0469484535335472,0.369467803900412
Tnfsf15,-6.7039491232325,-1.7163682665187,17.062304774422,3.61732236547449e-05,0.0223468605023873
Ptges,3.1621269904052,-1.49930982432863,8.00744279655245,0.0046585476513487,0.166595002924303
Gm9847,-1.76033788787597,-1.73950148693322,4.23008550090729,0.0397134399679604,0.348632098477658
Garin5a,-1.71650062197768,0.400042896993963,7.35635044880172,0.0066826297236706,0.19020074687672
Nat8f3,2.1919239044384,0.504919596044811,7.42006912907639,0.0064500337427944,0.187823571524997
Fcnaos,-1.61621774139549,-0.928963166939028,3.9176009599076,0.0477830221513077,0.370044110295508
Pkdrej,2.50666547752718,0.404634416183513,9.94499710845743,0.0016128712373027,0.108842840168831
2310001K24Rik,-4.22326598252075,-0.842623091557473,6.93191746046634,0.0084670864677455,0.201420899216339
Slc51b,-2.98969555799861,-0.77580602127372,16.3769395793654,5.19129985686438e-05,0.0237108912890954
Lrtm2,-2.71423041826087,-0.559926473235917,9.9264354088812,0.0016292174355642,0.108842840168831
Spink6,3.45876903896785,-2.34100671438622,6.74334440618866,0.009409805796297,0.209357249874462
Hamp2,-8.079958472497,8.01564915113789,15.1345937349693,0.000100111901112,0.0381044964566079
Saa2,3.6838743175966,5.02272982326838,11.6801002650931,0.0006317212864418,0.0759300487598428
Prtn3,5.01476343118211,-0.705912324374984,14.8208712525792,0.0001182198780977,0.0429514311652294
Gsta2,-2.96889264181249,5.13179277356781,51.5612777984054,6.93968996675046e-13,1.10937883808473e-08
Capn11,-3.57200371957281,-0.297493002334897,4.89404192797829,0.0269495227582221,0.304771785797122
Igf1os,-1.68613008890774,-0.111234658014952,12.4677528989402,0.0004140378720151,0.0655600843307449
Nuggc,1.81745644601614,0.88233662983088,6.35161828941642,0.011727427141157,0.226019717656379
Cyp26b1,-2.26971813912131,3.02207249856409,8.28822019806506,0.0039903079155713,0.15867925954807
Cdpf1,-1.50956879982834,1.54200001321972,14.1183133791323,0.0001716643389192,0.0478125733050284
Cyp4a10,-2.11903085707803,10.3342138332652,10.322277564585,0.0013143399230123,0.102492868337929
Adamtsl1,-1.71143388519942,-0.539885628369211,8.35420428669016,0.0038479593835726,0.156125580471555
Mup21,1.72416475303951,7.11177398230675,10.8630173891756,0.0009810372069955,0.0906523745146248
Nipal1,-2.00941754059514,3.19605296494157,6.04916288437707,0.0139128914114704,0.242017486784917
Adgrv1,2.81517490629955,0.989583649334085,21.6760799638672,3.22791342207719e-06,0.0040553679479636
Sult2a2,2.43849893723464,6.36020804363444,6.69128660805228,0.0096885258283752,0.211380764239083
Trim6,2.11333091706336,0.116220855076559,9.3599463974168,0.0022177863226216,0.124836380821933
Mup-ps12,1.7674294242147,2.17771296577469,3.96240743570262,0.0465271167833674,0.36883536131667
Saa1,3.47570046624038,6.41301035382491,11.5448052200592,0.00067938817594,0.076594194710173
Gsta5,-3.29201204001157,2.56466040548084,36.7242061941038,1.3607922786259902e-09,5.43840634152877e-06
Gsta1,-3.05382059777375,4.40914955618558,46.5925858201529,8.73902728634986e-12,6.98510450997944e-08
G430095P16Rik,-1.71382211793735,-0.129257591417132,6.74212671967946,0.0094162306180243,0.209357249874462
Cyp2a4,-2.32813565909205,8.54001093747207,9.36152332994661,0.0022158790601172,0.124836380821933
Gm6166,2.50957572063064,2.76653569499033,7.00812383563226,0.0081140667059432,0.198782219615114
Gm10804,-4.52735615099464,0.306789542256696,20.2138762384179,6.92487950405476e-06,0.0073800749167879
Ighg1,-2.50960491116273,-0.0951519197295807,5.49140650974094,0.0191101633419246,0.271339393406292
Ighm,2.45235440383477,4.33975890607882,14.7527411632134,0.0001225692023845,0.0435420282070948
Mup-ps4,3.90177690385716,2.67100756319764,12.7370804249765,0.0003584768471725,0.061735168739566
Gm14322,-1.68708732509695,-0.879801198542345,7.90298367882926,0.0049353323089886,0.1705103832312
Gm11821,1.52337128559153,-0.379069083029912,4.30022487406931,0.038107333956689,0.344926881682827
Mup-ps14,1.78602780386952,1.51140156259006,4.71743796886078,0.0298581986560958,0.316941011763842
Fth1-ps,-1.5227758073853,-0.551524207262248,11.7380879253435,0.0006123390150787,0.0758825697290618
5830444B04Rik,-4.85818599556203,-2.17694242088128,4.61178705862247,0.031752926743909,0.326642398280649
B430219N15Rik,2.33117325162454,-0.636406078392259,9.02951221782018,0.0026565535959707,0.131887160823567
Gm16348,-6.18140067310291,-0.883346474734783,7.15699455372328,0.0074672211218153,0.196043411269957
Gm11695,-2.7824924134181,-0.189913293180303,4.13597812593233,0.0419807996162676,0.355772331338344
Gm12059,-1.86914696596002,-0.792529112103201,5.69477640173905,0.0170154802783653,0.261026214039729
Gm15886,2.33072371536323,1.03999885585077,6.47514018210245,0.0109393685329791,0.219143791188225
Gm15655,-1.93869678512126,-0.382589531062667,3.87371202107809,0.0490479293686911,0.374063145756823
4930481A15Rik,-6.90347156089213,-0.346440802479189,16.7219024882113,4.32784610270637e-05,0.0223468605023873
Hopxos,2.04397520709107,-0.99118216794054,4.70637792683371,0.0300509029966035,0.317460176919833
Gm11773,1.67597647810753,-1.54059484244506,5.6900828382983,0.0170610491926111,0.261026214039729
Nat8f7,2.46159382702414,1.92403992797498,8.67506394307571,0.0032259353621698,0.141675282141889
Zfp493,1.53131769686501,-0.444210091489236,8.96284260490128,0.0027552586096911,0.133114405164979
Gm17484,1.56670365762295,0.0032986928291677,7.06262547870341,0.0078708564288269,0.198782219615114
Cyp2a22,-1.50797147278927,6.76786535552764,7.23550536479276,0.0071475688202311,0.193937931883164
Gm17115,-1.67459726793454,-0.786358959594633,7.55906368032828,0.0059709005801324,0.182824402838176
Serpina4-ps1,2.54316081306024,4.56845615593041,5.21718160467171,0.0223647697612369,0.28716723646838
Ccl21a,-2.97966675452604,-0.634773495943868,9.57365542203722,0.0019738936447979,0.12118559206728
Igha,-1.61747046257643,1.02711315163275,4.34154844008073,0.0371930831616239,0.343694198078743
Hsd3b4,2.59710160494605,-1.69796440715933,6.89104003637613,0.0086628851561974,0.203571993397821
Mup-ps11,3.76955168929028,-1.18123989392484,6.9383695327074,0.0084365980743274,0.201133999119415
Gm17638,1.61978506574372,0.207532318333254,10.7237466211861,0.0010576928976457,0.0950926254985935
Rian,-1.65541235967476,1.73803752895222,4.42161425821384,0.0354864497626437,0.338838381169628
2610037D02Rik,2.21252254860343,-0.597478770777446,5.22406475742672,0.0222764225795046,0.287093669145975
Gm10532,2.64531156680786,-0.134289460010655,8.65605951048754,0.0032597547598979,0.142378250250623
Gm5345,-8.17893340795027,1.17896328734303,9.99149155892499,0.001572651694431,0.10789875530976
1810053B23Rik,-2.28961832787306,0.355369895062611,5.31139730902473,0.021186357336362,0.282134320783702
Gm29017,1.79726905341227,-0.922840147101372,6.71601152955826,0.0095551078894112,0.210396631845907
Snrpn,-1.5889102439944,2.52964600129931,8.16892394208485,0.004261418079734,0.160600584323459
Gm38190,1.61636318402,-0.578780338351334,4.23806784218066,0.0395271268629246,0.348109385995595
Gm37969,1.96050251393096,0.101943020653732,10.5913784347086,0.0011361623589535,0.0950926254985935
Gm30097,1.50302504523494,4.36984549835604,27.1762151655391,1.8572958974015e-07,0.000494845536931
Gm37090,1.68532705662796,-0.56027441233808,5.23661718606517,0.022116238342032,0.286739810329054
Gm37729,1.69952047489089,0.0659513357263768,4.6595643585309,0.030881025739421,0.32329016206312
Gm37893,1.59007975543083,0.146475125709061,8.1339109136395,0.0043444934964315,0.162268862228866
Gm31121,2.92203277680079,-1.38256819462713,8.881483432678,0.0028807737780122,0.134221679060051
Gm42979,1.53479734475062,-0.931011798952594,4.2244825063553,0.0398447677857446,0.348827194864684
Gm43127,2.76187756682329,-0.873065509723846,5.80925500689992,0.0159420463970812,0.254340871959821
Tmem217rt,2.73553791258931,-1.88699870108145,6.30890346597897,0.0120133116829325,0.227690530882781
Chaer1,4.68345058359363,-0.817193792959986,7.31737556629824,0.0068291066588113,0.191994213273236
Gm6794,-3.85062877190131,-1.53286158708691,4.01571581133371,0.045078084230566,0.365305358586433
Gm44321,2.19391321679164,-1.31605093031728,4.25495164375883,0.0391360622848344,0.347018362879159
Gm45769,-2.09282488874693,1.73236734915003,11.6924834871896,0.0006275308413604,0.0759300487598428
Gm43980,1.83826455439704,-0.848328352528011,5.53661723912343,0.0186225464084498,0.267942476861625
Gm44085,1.52964665106435,-0.356085611382128,4.42885288489524,0.0353362493016052,0.338052232995488
Gm44706,2.00385846297963,1.16606407872604,6.93713050032051,0.0084424442267688,0.201133999119415
Gm42375,-5.194054514068,0.537558043878241,12.5329929216733,0.0003998288593387,0.0648416216335695
Cyp2a21-ps,-2.58162767776986,3.05894604323477,10.3437421574175,0.0012991436438625,0.102305962023581
Gm44662,-3.24902022472861,4.04835642717381,11.1289843754647,0.0008498911432265,0.0870920501001279
Gm44964,-4.73619432591322,-2.29611284283549,3.96177466861256,0.0465446085867196,0.36883536131667
Gm44911,1.90358600395314,-0.0334139976647115,23.0200978298767,1.60316654624246e-06,0.0028038341873961
Gm45253,-1.68553373350101,-0.60804531838233,4.44410250230845,0.0350219939669843,0.337112158073249
Gm45548,2.26189895471454,-1.6004862213161,8.75168425605457,0.0030931624852934,0.138394985930068
Gm45819,-4.05520655750142,0.792439017119501,12.6301917998859,0.0003795662305299,0.0645504868218352
Gm33543,-2.14600803910791,3.54352267489906,21.6349514660207,3.29787209580429e-06,0.0040553679479636
Gm42303,-2.71538105068623,-2.36989463439846,4.40834627467578,0.0357634952639625,0.339700080386039
Gm45301,2.53671491976773,-1.95382345654852,4.44999141694549,0.0349014221680403,0.337112158073249
Gm42031,4.29488680770873,-0.869256473927762,7.78833268041296,0.0052584700684189,0.1740412060326
Gm10060,1.54014414262976,-0.488480711699607,6.41590923217018,0.0113102402031965,0.221878656986195
Gm34654,2.46894911310905,-0.687676147290014,9.11487731931975,0.002535389592167,0.131750607842292
Gm49759,5.5595944582228,-0.922756767960486,14.5152026988253,0.0001390329976151,0.0453588061198997
Gm19572,1.60133397662611,-1.0575777670623,3.98842598742736,0.045813842987894,0.367180155128929
Gsta13,-3.08517334996815,2.84569877104847,13.955950015929,0.0001871443959432,0.0482530695733766
Gm34921,2.35320835503861,-1.05458938895514,4.23937691649321,0.0394966598397268,0.348109385995595
Gm47200,2.72882854821425,-0.357607274493901,13.0771614609835,0.0002989180884626,0.0579860069006185
Gm47761,3.05146187122683,-0.701664973387238,8.5253668066336,0.0035023015531924,0.149420669239107
Gm31333,3.02413850685617,-1.21086763835155,4.92555377974927,0.0264623196969638,0.304771785797122
Gm35595,-1.65083353612203,-0.545643087917668,5.74588360114538,0.0165273398695454,0.25745472957468
Gm3787,-1.91451448340828,2.41861262392166,19.235839228743,1.15524098541875e-05,0.0102598235516134
Cyp2d36-ps,1.50378148397884,1.01013686102218,5.41217278790802,0.0199968112272023,0.276570883600455
1810044K17Rik,-2.22198185856239,0.0336137189377746,13.2363527141782,0.0002745716528358,0.0570039278212232
Gm36279,3.45374258463324,0.635377809390086,3.84743035175815,0.0498222667419423,0.374798952114235
Gm50251,1.5295619212384,-0.186207079408544,4.53093639942259,0.0332873988741177,0.331639487264013
Muc6,1.64870567581566,-0.786118298274498,5.14394566541971,0.0233275719270033,0.292023934866934
Gm32542,3.09085547332469,-0.552190227633591,9.08279742402463,0.0025802505428834,0.131750607842292
Gm34267,-1.80814975815835,-0.833197578865648,8.21834364697565,0.0041469033885868,0.159988829448199
Gm33459,2.64558052011284,1.30398403056143,5.99815427137992,0.0143208529468997,0.244848294341325
Gm35287,-1.96858806949964,1.00807062105575,10.2745275500258,0.0013487940738154,0.104163391613595
Gm56677,1.58495455022148,-0.0514070275965191,4.57116854222005,0.0325143794227882,0.329406666193329
Gm56505,2.2842907981144,0.0077495366064065,5.63228951731256,0.017632586917451,0.262453011603698
Gm36629,2.32594623751706,0.021533930149809,12.8190551266761,0.0003431069532198,0.0609434194908132
Gm56542,3.73408137481765,2.52189404013598,8.46077605608303,0.0036288698927892,0.151070609651378
Gm34833,-2.70054290644684,-1.31970053050091,6.2182786333473,0.0126437983819907,0.231720303925457
Gm57407,3.15843870536837,-1.83162664108457,4.01600228812102,0.0450704268970948,0.365305358586433
Gm55460,3.05632409006959,-1.22849188491354,6.20775035026412,0.0127192169328188,0.231720303925457
