V1,Control.M.12-Rapamycin.M.12_logFC,Control.M.12-Rapamycin.M.12_logCPM,Control.M.12-Rapamycin.M.12_LR,Control.M.12-Rapamycin.M.12_PValue,Control.M.12-Rapamycin.M.12_FDR
H19,-7.18022845902105,2.15347200908049,19.9902220172886,7.78391864377543e-06,0.0062216861719697
Ckmt1,-3.54457009337975,-1.96775693285937,9.44653114630919,0.0021154882010604,0.232822647262226
Hk2,-1.8404190303038,0.500450676238283,5.48820694763049,0.0191451679941075,0.658319405331729
Sult5a1,-1.54496018362638,4.09101042023343,5.73089116149038,0.016669021622139,0.622595746849331
Scn4a,-5.80050231160453,-2.11368124967181,8.43644427246096,0.0036777466532995,0.307549724428217
Cnn1,-4.17830283171487,-1.73483671667036,7.78729181131978,0.0052615004443417,0.384065507320764
Ube2c,-1.70485090577188,-0.666094630857162,5.22623108603628,0.0222486920167452,0.711335181159376
Sgca,-5.60238211722109,-2.72917973776437,5.89877402803995,0.0151514274761879,0.600933783182884
Rpl3l,-7.60636142121039,-1.32081618427716,21.0972240230262,4.36560091593841e-06,0.0043617810151369
Jag2,-3.21311015840154,-1.67064017041398,6.24183215372248,0.0124767339076184,0.548330084251636
Epdr1,-3.55547008816502,-1.80339544985879,12.2408369427813,0.0004675485260477,0.0911491553341411
Mapk13,-1.85604525664061,-1.46089417425427,4.18801276089825,0.0407107923469077,0.897333268834835
Nmrk2,-7.75473244846554,-3.03480216197807,5.69480415237098,0.0170152112264553,0.627122896129572
Klf5,-2.94438731268034,-1.38733696662627,10.2335013124737,0.0013791262219565,0.180710752329482
Pvalb,-9.51171818714587,-0.838375547418446,10.9688012566449,0.0009265868004535,0.138156531743593
Hspb7,-9.74291075934298,-0.678138594683482,17.0363883773203,3.66702915106732e-05,0.0188123507328274
Neurl1a,-3.33650370210474,-1.56326864717867,9.25708557129244,0.0023458603570494,0.240390536332007
Actn3,-8.60667039807162,-0.423462625503956,21.5269312016298,3.48894374799634e-06,0.0043073531506939
Slc4a1,2.94216115340083,-1.5296730255015,5.46555824225385,0.019394857441457,0.661079298633542
Atp1a2,-4.6276593683856,1.19328241429682,14.2652924831895,0.0001587655487782,0.0488081935147903
Casq1,-6.05837723596176,-0.786936845795633,13.0200103111453,0.0003081801186437,0.0724495202446977
Cav1,-1.55224466113534,1.54152738854222,9.08816578434659,0.0025726876030105,0.246269365399562
Tcap,-12.6739232141048,0.991922006583594,17.3671476203067,3.08105777977578e-05,0.0175906391669627
Rab25,-2.24749035718897,-1.67603508988112,5.85291921164965,0.0155512336479767,0.60634639291843
Rps18,-3.07558109224303,5.73535066745269,7.26446403038362,0.0070332254603404,0.43243516234232
Tbx1,-8.03465169092212,-2.02325209762652,10.1006981073555,0.0014821316767523,0.190848829672671
Epn3,-2.43837688058826,-1.39378550606605,7.70027115907869,0.0055212530362035,0.393453955250998
Myl2,-9.55393842330948,-0.711334419473353,8.64888658509928,0.0032726128332148,0.290644381954288
Nol3,-1.51416822496198,-0.319581529598668,6.42295034248684,0.0112654851753549,0.51945735388695
Tppp3,-3.31006773755304,-0.964779256331541,8.83240889618857,0.0029592750364021,0.2718791421375
Lpl,-1.64912476917852,4.74000233842072,8.03554610041034,0.0045868179464939,0.350836706663404
Eef1a2,-7.19107957736652,0.404561598140155,11.7642155991828,0.0006038032178038,0.109686343634237
Slpi,-3.18300486711828,0.870394260850773,9.1736584512185,0.0024552327482584,0.242279942676912
Gsdma,-8.30923861990997,-2.42520615790195,6.73062180276889,0.0094771557080718,0.493155983885349
Tnnc2,-8.01230262227724,-2.82422336858664,4.90703855423302,0.0267474624110098,0.767308867901462
Ada,-3.5518865905181,1.47155199145684,23.691106507931,1.1310400163052e-06,0.0025829722429507
Jph2,-5.41140148033872,-1.07476040312967,14.9161716182086,0.000112395366634,0.0427798174050555
Slc2a4,-2.95377192885597,-0.212075703574932,6.17189195371803,0.0129795728472401,0.554789977368932
Myh11,-2.21991483886105,1.42837213697998,8.12525255566286,0.0043652902572331,0.343761231783887
Pnpla5,5.27872598025286,-1.46193270997062,6.97816290173929,0.0082510264322714,0.464196098187816
Mb,-11.9550143437071,0.405596839087326,8.4940215479928,0.0035631534344162,0.305765727644743
Aldh3a1,-8.38773252672656,-0.327716245675779,14.5671583344939,0.0001352513615532,0.0469193867192193
Aoc3,-3.41199071479464,-0.785201777416572,4.58489397885802,0.0322549666549502,0.822373041381233
Trdn,-7.96397871186211,-2.50446754363993,6.28134567175249,0.0122015414089832,0.543325462295281
Hebp2,-3.27091377300226,-1.83673696658432,12.3401346786492,0.0004433230370356,0.0885870258756475
Mybpc1,-11.231515740162,0.211876841488478,13.2900744127175,0.0002668148913776,0.0687952073155445
Mypn,-2.87601834135246,-1.5248407030817,6.6521493089664,0.009903628797054,0.493155983885349
Jsrp1,-9.11211113678265,-1.98603081241227,9.12650603987034,0.0025193240329715,0.245532502954681
Shc2,-3.04995849499251,-2.04679820694028,5.19519667960328,0.0226493919440521,0.718399165907969
Adcy1,1.82995620286882,0.379068789863341,4.01233722188016,0.0451684951057192,0.947589977375363
Pgam2,-4.8046336553813,0.168878211556366,21.244977585413,4.04168004881825e-06,0.0043073531506939
Grhl1,-1.55982112966913,-0.438471277071371,8.05202130230653,0.0045452913085046,0.349331859893058
Cacng1,-8.98182078745358,-1.82934406174661,18.2982669616071,1.88878918729694e-05,0.012580909978387
Itgb4,-1.92570844347432,-0.238673273964918,10.5096627459876,0.0011875192680388,0.167997194857244
Coro6,-3.99409715208018,-1.41227635111115,11.1787628411237,0.0008273892363798,0.129672983654596
Cacnb1,-2.12324690449525,-0.635094652339672,11.5092119937996,0.0006925212941107,0.122126864105854
Sptb,-1.93848809029643,0.655158521749437,11.4023320013568,0.0007335196930708,0.122126864105854
Unc79,2.65666076404142,1.18909729456452,4.91994478700791,0.0265483655368347,0.765539558352857
Fbp2,-3.65558646968514,-1.36386679444061,13.7703579964834,0.0002065699501301,0.0600404949596585
Mxd3,-1.5204788530449,-0.472590900828312,6.32662904602827,0.0118938179271729,0.536111462806667
Pitx1,-7.25469173434997,-2.33216110309382,4.95500558551744,0.0260152408545283,0.758040194756032
Ckmt2,-10.8488013918434,-0.805661271207456,8.42851012705584,0.0036938287933327,0.307549724428217
Ldb3,-7.32331980803541,-0.490457820918326,11.1067605550377,0.0008601359860664,0.130953655935795
Oxct1,-1.50254416207229,1.5896870018494,6.64126686115118,0.0099643051917282,0.493155983885349
Fbxo32,-1.58189194882744,1.7542401729606,16.9859400185238,3.7657651911077e-05,0.0188123507328274
Wnt7b,-3.8530163376714,-2.49457864594626,6.61168235968694,0.0101311903819673,0.495769920224061
Ppp1r1a,-5.4634004288659,-2.55135098863215,4.35757803333183,0.0368446528185483,0.872590548084908
Srl,-2.63394773780323,0.655041770871862,14.4514844607833,0.0001438164612311,0.0469193867192193
Lynx1,-2.18480752058216,0.42204337105381,10.4732585258784,0.0012111490323911,0.168360247233092
Adipoq,-4.08114491545131,-0.321706116924922,4.18406985147345,0.0408055988018811,0.897333268834835
Slc15a2,-2.76303649457427,0.91871032855497,5.64571182551299,0.0174981111774238,0.638641107950449
Enah,-1.63210464916375,-0.639253362449889,4.83017864421349,0.0279657327402002,0.776331866494098
Fhl1,-1.81771687537288,2.59414582982415,10.696722663727,0.0010732549053563,0.154568044297541
Tmem52,-3.96016507817338,-2.60316814169,5.0300630694085,0.0249109912665041,0.751371898842141
Tff3,-3.01291759827394,0.284098547095563,6.42135690640346,0.0112755975102447,0.51945735388695
Myom1,-4.92680645073946,0.45966065618403,31.3962695814574,2.10384733920419e-08,0.0003363210356451
Clip4,-1.64885764140667,-0.841918171533896,7.05289850340689,0.0079137094460961,0.453656406205939
Dtna,-4.07083637274023,-2.23370153901835,11.4541250568214,0.000713354685755,0.122126864105854
Myot,-10.2575413948612,-1.12586657640046,8.44827932827534,0.0036538897739305,0.307549724428217
Camk2a,-2.53732894490887,-1.59212983088293,7.5941115791963,0.0058559245148482,0.40252348501308
Psat1,-1.84420178513508,0.88149640656311,6.20100866318824,0.0127677531443855,0.554633972190616
Trpm6,4.12622955105175,-0.0456694460371696,5.07581904549195,0.0242618071318134,0.741749005309468
Col17a1,-3.17552389006006,-1.2527742320234,13.6682648547798,0.0002181093873854,0.0615769663732767
Cbr2,-4.00070228523688,-2.57614644244601,6.24059757294503,0.0124854341716249,0.548330084251636
Cox8b,-5.88304019794874,-0.523424931086004,8.36904592230148,0.0038166594121653,0.3156846319324
Clec3b,-2.17790843669322,-0.793727550796299,4.71519427897765,0.0298971871486199,0.795543869916542
Des,-3.52150201597162,3.13502452796605,21.3232193909019,3.88003272600405e-06,0.0043073531506939
Cacna1s,-8.88664275049421,-2.0754346452691,6.01772445021351,0.0141628965977932,0.585106246147256
Pkp1,-4.12129935228575,-0.759797753129263,11.3740967508599,0.0007447543259735,0.122126864105854
Tnni1,-8.77971906240592,-2.45565814928477,8.10022699026023,0.0044259715457162,0.345139420145466
Ifi202b,-8.09660562576476,-0.0517843265565183,13.1020292332674,0.0002949760795991,0.0724495202446977
Styxl2,-6.61208914876555,-3.14545905970995,5.61619858713757,0.0177952060940646,0.641556514620238
Dpt,-1.7697467387036,1.24887914219633,9.18937850445907,0.002434235285573,0.241699908541437
Prrx1,-2.24929058024029,-1.17048231470617,7.05952012698332,0.0078845114726762,0.453656406205939
Ak1,-5.65352138066055,-0.0685324124722503,17.8350315541768,2.40906855445072e-05,0.0148120653505574
Lcn2,3.37702328014542,3.35543109490118,14.9260381163636,0.0001118090983977,0.0427798174050555
Xirp2,-10.5970853573777,-0.563646198349672,7.67318205393581,0.0056047531148917,0.396449483604687
Smtnl1,-8.29003322694655,-2.42954355379649,5.97359391867077,0.014521655255253,0.587956255999984
Prom2,-4.03219671688391,-0.0830065426734765,8.72859490632433,0.0031325781129206,0.284530646097439
Tgm3,-10.3396030799824,-0.792533909953112,11.1143080151752,0.0008566427988137,0.130953655935795
Acss1,-2.12214685391561,-0.755886105117575,4.45992889573394,0.0346989418675207,0.849459854049289
Mylk2,-8.73782179351011,-2.38430735078778,5.52816833882006,0.01871268492146,0.654005809447006
Bpifa5,-7.50926599974799,-2.48797943572299,6.6484333334359,0.0099243049744552,0.493155983885349
Pkia,-2.56906835453489,-0.523963212342795,13.0289234767577,0.0003067168116985,0.0724495202446977
Chrna4,2.81591551151337,1.44198754803788,9.20226017258047,0.0024171649877027,0.241699908541437
Casq2,-6.22575249057078,-2.22286398600776,6.4525846634296,0.0110791051162128,0.513880824959152
Sypl2,-8.63091488859653,-1.84587119328475,14.3314852196396,0.0001532796973086,0.0485483579280948
Crct1,-10.083407660301,-1.02582400378151,7.50399784437631,0.0061562185934578,0.405475960205174
Lce1g,-6.61297745959466,-3.05300536030046,4.31267343777833,0.0378294667869059,0.87813794182249
Lce1b,-8.67960547270392,-2.44964487383213,5.88163129033704,0.0152996402949727,0.600933783182884
Ifi44,2.62271073945231,1.14227426732965,19.6054338180298,9.51980661396805e-06,0.007246839453852
Myoz2,-8.3472552791056,-2.21874577543102,5.71691381428827,0.0168022388360771,0.62479282735002
Them5,-3.21065760158112,-2.05232230856342,6.36601714773123,0.0116326395437174,0.531312502131045
Tmod1,-1.63010994327705,-1.02937854471317,5.67276063650908,0.0172303197995753,0.630306389739157
Aqp3,-4.87741376998953,-1.78885385084871,7.50300860978981,0.0061596008948451,0.405475960205174
Tpm2,-5.33953791457858,3.11308332695375,16.6920766715127,4.39642352661271e-05,0.0200803504275517
Mfsd2a,1.91090297616166,6.64826475780363,12.1022521791144,0.000503609570539,0.0968907477316345
Cyp4a14,-1.94133201278733,10.6273762730769,4.32077861347605,0.0376496912506524,0.87813794182249
Fabp3,-5.72234397136689,-1.03300938862519,6.22111526400558,0.0126235570883608,0.55136662189764
Trim63,-7.4043222081156,-2.3534247335789,9.38077601008563,0.0021927271077143,0.232822647262226
Plch2,-3.20970247140344,-2.2409528984757,5.00385936317305,0.0252908637575333,0.754460519278002
Nos1,-2.50802298910469,-2.03971565972403,4.17057959234273,0.0411317267821037,0.90143878387222
Lmod2,-3.48566520373565,-0.973261465773161,6.67242690633593,0.0097915767178029,0.493155983885349
Asns,-2.51359108984988,1.89119740713209,9.19773712544925,0.0024231448762514,0.241699908541437
Usp18,1.54733693824136,2.55772305408814,14.6631240951541,0.0001285365284168,0.0456618876282518
Tuba8,-4.63383554768953,0.952813583518583,27.3963454732798,1.6574416450366e-07,0.0011512438053175
Emp1,-1.64793353989415,0.219959458982182,7.44608427136269,0.0063574608321654,0.411458983250999
Ldhb,-1.78351005712925,2.24795391974735,9.84277128040669,0.0017050043864402,0.212939063450268
Cand2,-1.54514981915257,-0.200678051543542,10.4561382692179,0.001222425633292,0.168462898050058
Clec2h,-8.06121790951694,0.727343073187624,17.5128307948115,2.85375288723709e-05,0.0168963309834712
Ckm,-13.2334899404511,1.44110354220351,11.1363220976836,0.0008465357196617,0.130953655935795
Rtn2,-3.86985838792783,-0.282394209806121,22.9509010978439,1.66192286198951e-06,0.0028649446714372
Nova2,1.68330064474394,0.425135816914635,10.8008804081509,0.0010145183467937,0.147437184471319
Sbk2,-8.87342475653935,-2.2208214990195,9.29949027828859,0.0022921762470206,0.237939801849821
Cyp2b10,1.63838645102318,5.15996957138882,7.59074137293072,0.0058668817720535,0.40252348501308
Lypd5,-7.69735754536831,-2.3837246571045,5.19130120038576,0.02270021395095,0.718585386574034
Plin1,-5.68283233446658,0.708352898422319,5.10743220539318,0.0238235549309283,0.739501648788
Synm,-1.91189708167622,0.892289448882892,8.87667390392407,0.0028883728636114,0.266899009235216
Ryr1,-6.61833357156432,0.493998155678864,15.8475535065222,6.86552394785675e-05,0.0281416066231892
Mylpf,-5.72248227034928,1.49048573057696,24.8573523263299,6.17331429987308e-07,0.0024671650599442
Klk10,-7.08557329741731,-3.0179491299318,5.29784984300852,0.0213517657926596,0.696286962560308
Atp2a1,-13.7088059326288,1.95825231255886,22.6227400294549,1.97137441422553e-06,0.0028649446714372
Cox6a2,-7.78866404805753,-0.262436919526381,13.190068221726,0.0002814366525367,0.0704843208571535
Art1,-8.61860019193668,-2.41155544797719,8.48708382019446,0.0035767666126339,0.305765727644743
Tnni2,-11.5554426325394,1.7845878248869,13.6231628912155,0.0002234119885931,0.0615769663732767
Itgb1bp2,-4.9193314168981,-2.09287127106281,11.8202141376561,0.0005859112115635,0.107659501471892
Myom2,-10.0203645433738,-0.714260451622449,6.95502251769207,0.0083584247057163,0.465567168451502
Asb5,-2.6322177791145,-1.5896927363731,9.19381209527679,0.0024283462960764,0.241699908541437
Sfrp1,-2.15528381482006,-0.194028466793182,6.64332873028006,0.0099527798084395,0.493155983885349
Slc25a4,-2.90830095347807,2.98946050230377,22.802425366289,1.79538986603861e-06,0.0028649446714372
Pdlim3,-6.81182111585587,-0.947869102393074,19.0993436615392,1.24087553293158e-05,0.0090166528497473
Mfap3l,-2.10246158479127,-0.910519933109094,7.05202679789129,0.0079175614494843,0.453656406205939
Irx3,-1.55974907470069,-0.411264383309744,4.49316791336156,0.0340305603260109,0.841200285420851
Mt4,-9.94100005159937,-1.5149265244466,9.38394700073404,0.0021889374927375,0.232822647262226
Tmem38a,-2.21892629552567,1.47512634547042,17.2755144581403,3.23326512619679e-05,0.0178230952784075
Ctrb1,-6.39763940656015,0.575225686013481,6.19439309448069,0.0128155664285666,0.554740636963175
Acta1,-15.7972307061402,4.25911382407819,26.8839352349369,2.16047254845027e-07,0.0011512438053175
Trim29,-7.47542942912087,-2.67155170535533,6.73296100040352,0.0094647357033436,0.493155983885349
Cryab,-1.92494750053184,1.86180103010056,14.5149036939327,0.0001390550662409,0.0469193867192193
Elovl4,-7.40475845168883,-2.78944982977838,8.28940395761357,0.0039877075479551,0.325242310518426
Nnmt,3.76632265717808,5.76133192774947,12.0575675783689,0.0005158255336777,0.0968907477316345
Acsbg1,-3.16615388708572,-1.01237980232559,4.68415071822447,0.0304421083293651,0.799092846885437
Mlip,-6.73140092307602,-3.17579260460652,5.80115508189734,0.0160156498940456,0.61275536674006
Tpm1,-2.04863338926324,4.50760252543198,20.3971596061207,6.29231193069696e-06,0.0055882721402289
Car12,-4.68481540696787,-1.58656968761145,4.13065473934525,0.0421130541893398,0.91161940407349
Fhl3,-2.60006560104226,0.481625962992798,18.0022728267785,2.20641379723755e-05,0.0141086923850558
Pygm,-4.77782147726972,1.99168761155858,23.3629795543757,1.34135335205544e-06,0.0026803593357447
Oas3,1.53094545130429,-0.020232030586826,5.18059099476653,0.0228405537225632,0.721598995669753
Alas1,1.84517422867367,8.49238126248967,9.4063492606928,0.0021623533648006,0.232822647262226
Alox12b,-8.012228449258,-2.3723360300787,5.32431834926375,0.0210298329003356,0.68927797188081
Igdcc4,-2.93178355892512,-1.48108826940602,7.1332991323965,0.0075665380775113,0.451424209026375
Ucp3,-6.53568055662675,-1.95444870468926,8.99483972270649,0.0027074301899865,0.257624875101932
Dhrs7c,-8.0355618669039,-2.77368779002248,5.609935817741,0.0178589171153513,0.641556514620238
Myh2,-12.1075927847509,1.02871586204648,9.65713133640853,0.0018861792881719,0.221709280152332
Asprv1,-7.1054080883864,0.429322873249785,12.6202662674514,0.0003815869737002,0.0838401906346291
Adra2a,-4.1216119072641,-1.39195979449705,4.71802633993086,0.0298479833304037,0.795543869916542
Calm4,-10.1809797145492,-0.996946911698667,8.17045542287868,0.004257821470293,0.338634497632363
Rnf225,-2.13048016683859,0.0661476041774259,9.30743876383758,0.0022822530684419,0.237939801849821
Mab21l4,-3.59460032491387,-0.0816517143564866,4.75447429257341,0.0292222179352805,0.78815381385675
Evpl,-2.39861062953479,0.191555557657228,9.62886674110831,0.0019154275875953,0.222987644500985
Ly6d,-2.13123792206085,0.990257557261342,6.01397035797496,0.0141930573399288,0.585106246147256
Asb16,-1.51467575833821,-1.02507666900003,5.97384885270348,0.0145195561303377,0.587956255999984
Sgcg,-7.43903680836531,-2.20887937936963,11.2849954929975,0.0007813602233321,0.124908245301884
Thrsp,2.04090621984447,7.82472634636244,9.8920045381355,0.0016599844368161,0.208948907141279
Mbnl3,4.3746154911193,-1.27738075765438,6.22355430509203,0.0126061794921397,0.55136662189764
Cysrt1,-7.72108161228358,-2.66216973772283,8.3622172485439,0.0038310283119533,0.3156846319324
Krt80,-1.60151693084088,-0.691989607893631,4.13498754759882,0.0420053765160428,0.911123404322198
Limch1,-1.80939672683299,-0.287118290235069,6.51815787736459,0.0106778547197471,0.503528570943592
Dzip1l,2.30210544014529,-0.58018546272524,13.3324479573687,0.0002608527660711,0.0683605298100489
A4gnt,3.12511750842378,-1.62983185838901,4.95395113077932,0.0260311112497607,0.758040194756032
Wnk2,-2.33124828827244,-0.855974896546478,9.26228947350239,0.0023392041690048,0.240390536332007
Rbm24,-3.8625172817504,-1.95029604925036,4.82004363985283,0.0281306330571624,0.776331866494098
Asb10,-3.52918684870405,-2.51054798224973,6.70671171799518,0.0096050682735276,0.493155983885349
Hrc,-7.4957124498129,-1.0095265815032,10.9552787683947,0.0009333732908987,0.138156531743593
Aox4,-4.92269050458676,-3.16362565662285,3.8487715385378,0.0497824402904801,0.994941347207602
Gmds,1.6181555895015,-1.11774888750223,4.64655300804128,0.0311159703692712,0.808812849305967
Egr1,-1.98225571156898,4.77975468775314,5.1718524579164,0.0229557240504681,0.722382292659023
Tmem255b,2.50190971704204,-1.32722861838678,7.22163338155656,0.0072030134784193,0.439375242615957
Fsd2,-3.93976700049866,-2.12032839646087,8.11543726597154,0.0043889884932144,0.343933186531992
Mybpc2,-11.3225357616262,-0.418987203432908,20.1585461898067,7.12810536131997e-06,0.0059973627529505
