V1,MRControl.M-MethionineRestriction.M_logFC,MRControl.M-MethionineRestriction.M_logCPM,MRControl.M-MethionineRestriction.M_LR,MRControl.M-MethionineRestriction.M_PValue,MRControl.M-MethionineRestriction.M_FDR
Sox9,1.68900302135395,2.41834940255378,17.2343253461618,3.30412272208166e-05,0.0019857032268871
Sult5a1,2.08257554506018,4.09101042023343,9.7003040065724,0.0018423752981872,0.0464545922978265
Pcbp3,-2.23017525084656,-0.3112028903613,30.4153200194738,3.48762874992631e-08,5.77792970441582e-06
Sgca,4.23379421592709,-2.72917973776437,4.69640450379155,0.0302257860319208,0.259117965974788
Smo,2.27788842440376,3.68900379362399,62.0960350312276,3.2710937143410603e-15,4.02243877826586e-12
Gria3,4.20628556652823,-1.13599679059586,24.9987744122304,5.7366768095774e-07,6.36850801929892e-05
Hsf2bp,2.24995917973342,-0.48631973072955,6.87441982963006,0.0087438137510666,0.124579863301739
Mybpc3,5.18660826239309,-1.52482577382085,13.7075948894597,0.0002135889814587,0.008891753795831
Shh,2.05059048366274,-1.56710830684669,5.26467148127402,0.0217625298377491,0.215282055684565
Car11,-1.83612732273954,0.495995852926876,25.2782285684545,4.96278951474949e-07,5.58698261850601e-05
Gstm3,-2.53848017564051,5.83783601948952,23.0729049698148,1.55973254914905e-06,0.0001619083411084
Gpx6,2.778496722393,-0.262261140614823,8.39037597214009,0.003772128771624,0.0744459883249168
Matk,1.510880164086,-0.876808347101969,8.72594687444621,0.0031371310462623,0.0655557868046393
Cyp2a5,-2.11306489975609,10.74799299718,17.4542967746554,2.94298336629074e-05,0.0018164684205993
Mthfd2,-2.31293585160266,0.606689349130227,31.6383674722379,1.85723748683685e-08,3.41262051316941e-06
Slc4a1,-2.9086489664444,-1.5296730255015,8.07840990147236,0.0044795734848741,0.0821220891389885
Sulf2,2.53875515291452,4.674007183757,64.5938812989811,9.20407356869798e-16,1.3376029097200499e-12
Tcap,6.86769398148733,0.991922006583594,8.99560393532551,0.0027062982308922,0.0595907486488206
Clstn3,1.57505993881782,3.56230228918913,10.1830083753114,0.0014174073476,0.0383395496763691
Bmp7,2.65964241640178,0.680161181293919,20.513271895408,5.92192133768483e-06,0.0004829991556338
Slc5a1,-2.48471026143112,0.446331074578263,40.2488255988099,2.2358971266556101e-10,8.93576286667916e-08
Mogat1,2.55696583473571,0.106496150395278,8.07919432009344,0.0044776348550466,0.0821220891389885
Myl2,8.77292161113014,-0.711334419473353,8.81461941116537,0.0029882653361626,0.0638884964640644
Kif1a,1.68737096045258,-1.17738159261325,4.03864414374029,0.0444695360139815,0.314848582190827
Ptgds,-3.24169887283582,1.8599265419339,30.9487040506254,2.64938933256023e-08,4.70590420781199e-06
Clic3,-1.82491562838379,0.330859170696566,6.951845595912,0.0083732805712151,0.121797327762917
Gadd45b,-2.20385987140044,2.7416627267814,15.1730006968238,9.80960350660965e-05,0.0047520097471715
C4a,3.01697597323145,7.8646761268036,22.9595574222534,1.65445599450848e-06,0.0001695393174885
Eef1a2,3.74925302855735,0.404561598140155,4.39331426107887,0.0360801116670862,0.284126436014798
Mpped2,6.33302886691522,-1.17798956886401,29.0090247774505,7.20418922493252e-08,1.07631933597917e-05
Cntnap1,2.9206701338502,2.20214604606883,23.5820004672035,1.19702013744353e-06,0.0001292943507917
Wfdc2,2.987643363847,1.74616691841017,26.3678240240129,2.82202603615434e-07,3.44373345144758e-05
Wfdc15b,3.30566138255307,-1.02534864746733,8.53692488543717,0.0034801309238138,0.0706041012149672
Dnah11,-3.12384303565313,-1.00022206284941,18.4213890821529,1.77059326192207e-05,0.0011892732724826
Dusp14,1.68863271472821,-0.207814173078859,6.62980725010986,0.0100286115851812,0.135018753182876
Pnpla5,6.4002491329583,-1.46193270997062,9.67311388628586,0.0018698412775661,0.0467782201301613
Mb,7.90089941488417,0.405596839087326,5.95045846694565,0.0147134589679324,0.170936608140355
Etnppl,-2.06776665460217,7.46018474974286,30.8212490397223,2.82922853826581e-08,4.91609211007796e-06
Moxd1,6.984979630776,2.58265298350066,16.2104804015461,5.66796763565953e-05,0.0031133503955765
Wif1,4.79156504574157,-1.61528644913005,15.3343871948133,9.00621246852105e-05,0.0044712208857694
Aldh1l2,-4.65565445350156,-0.455377737128745,97.2738862204171,6.03713070969217e-23,3.21698571750463e-19
Shc2,3.3387644718767,-2.04679820694028,12.2872836495681,0.0004560550196138,0.0161004020065386
Adcy1,1.8219292144276,0.379068789863341,4.62946103132172,0.0314274346911577,0.26511819048699
Osbp2,-3.62983972491487,0.336531076886667,45.6216296585317,1.4344876514239198e-11,8.49322947987512e-09
Pfkp,-1.8192893396158,1.4322138018063,28.614951495876,8.8297765113515e-08,1.29497988358225e-05
Unc79,-2.07670796131252,1.18909729456452,14.4878866191757,0.0001410637397555,0.0064342072822281
Acot3,-2.01782955315002,5.25521428588413,7.0019141548527,0.0081422605549465,0.119524496998508
Ryr2,4.5574270476319,-2.32947156799433,6.59186994286426,0.010244550968479,0.136917922193192
Hapln1,3.54668403558368,-1.45336678921643,5.82211493274084,0.0158259044186589,0.178289575783426
Ckmt2,6.88727737262227,-0.805661271207456,5.63971362733196,0.0175580747696361,0.189394995457087
Cfap20dc,4.3011047412977,-1.84806690558881,33.3322250838758,7.768462327877011e-09,1.63403472070318e-06
Ldb3,4.6922150793138,-0.490457820918326,5.76260179721847,0.0163708128610898,0.180657787883941
Cryl1,-1.59820595452397,3.77022983625887,51.9560349538553,5.6757340987032e-13,5.04068251677052e-10
Anxa8,3.70075161288716,-1.50428902001515,16.5064064342272,4.8485970823107e-05,0.0027101284250985
Tsc22d1,1.84407938699653,6.22939396110238,10.5995026426219,0.0011311808459411,0.032172836221713
Scara5,7.72370526640805,2.07792398142309,50.080103786144,1.47595977529816e-12,1.1797346483958202e-09
Hr,1.73513183518944,0.277969036195019,5.36693397235261,0.0205220199210802,0.208031078286867
Dct,5.33562268475076,3.27394938514983,63.3280436713071,1.7499511966407e-15,2.33122665245818e-12
C6,2.56249250346778,6.00900751314412,51.4032445486245,7.52141298826733e-13,6.32827937002324e-10
Myc,-2.13648848259301,2.40344645185976,11.3043203647186,0.0007732694810807,0.0244298140801511
Tbc1d31,1.64857186206878,2.05727059053234,39.5343790725584,3.22334517554777e-10,1.17109990855243e-07
Gtse1,1.62113226742176,-0.454574139906359,8.36297027308797,0.0038294411014142,0.0750213792245206
Ttll8,1.75074647204433,0.111816749687024,5.76384827128368,0.0163592039330615,0.180657787883941
Fam83f,2.92968196816179,1.07192509794123,15.7830549637403,7.10358751614207e-05,0.003698956027135
Robo1,2.15618794518679,1.77344189016128,10.5599202355291,0.0011556618273632,0.032582733637087
Setd4,-1.97242702025026,3.67560038241469,26.250108901484,2.99937909105586e-07,3.63242985981962e-05
Cela1,1.51486394706398,4.51129930661463,20.8645875786405,4.92923818222847e-06,0.0004140898718858
Csad,-2.5155909096292,7.457882991502,17.7254332267819,2.55191776190602e-05,0.0016188475135646
Slc10a2,2.66095960176952,3.82011163239288,45.7967518314118,1.31180877819342e-11,8.06560581853847e-09
Cxcl13,-2.12522419944527,-0.0250515902203676,7.80462299438831,0.0052112737402147,0.0902129119955772
Cd4,1.7031066148649,0.319386709012466,9.18848360296538,0.0024354257098669,0.0560990135416894
Clic5,1.7831785788191,2.25817027372237,11.8392599094713,0.0005799487128926,0.0193955232725989
Cyp39a1,-2.46988006539178,4.30435013247077,15.5539732639274,8.01829561990142e-05,0.0040563441069539
Tff3,6.40926952255823,0.284098547095563,20.2416908103685,6.82492444346588e-06,0.0005455162107662
Cyp21a1,6.01819061508092,2.64825704779264,12.3655783091094,0.0004373220843587,0.0156749570416105
Lama3,1.56584129963231,2.08268162683805,15.6449421799702,7.64166829322498e-05,0.0038904366030412
Slc4a9,-4.44527529060587,1.36142148286057,31.610223473675,1.88434943640013e-08,3.42309205571505e-06
Cidea,8.81408915793487,-0.459034676033961,12.7031871321677,0.0003650328954913,0.0136341492227223
Psat1,-4.34642301054756,0.88149640656311,39.9733490386391,2.57451631322493e-10,9.79909947219374e-08
Fads3,1.51953895565438,3.78985978765365,20.0454010180099,7.56251828950821e-06,0.0005897288652491
Gna14,2.12139687581178,2.29360580816545,30.0349030558652,4.24339299266887e-08,6.78348803808045e-06
Vldlr,-2.84225843198371,3.59837374748156,21.8206327012349,2.99363547482779e-06,0.0002802554693378
Dntt,2.58809538806131,1.2917721769298,27.426625588866,1.63169163978341e-07,2.15572087219649e-05
Bhlhe22,-2.54001361113368,-1.45000717337686,15.1380554159986,9.99285110319352e-05,0.0048261546143701
Pycr1,-1.76637183994032,-1.01769128564134,22.0695873743849,2.62942786826946e-06,0.0002547517206191
Hsd17b6,-3.85909454786548,8.06332045372562,126.179718171732,2.80860986032481e-29,2.24492186135762e-25
Agap2,1.67695271203501,1.48325697627773,14.0985266795006,0.0001734796113081,0.007434973368291
Cox8b,6.19995039181065,-0.523424931086004,9.39586608716584,0.002174752441703,0.052279086515886
Nptx1,3.13146792530172,-0.091784431408457,9.50185145317761,0.0020526467361486,0.0500207480549886
Npas2,2.21208627465485,0.601277306252361,5.03279189049826,0.024871773850438,0.233059892598536
Zap70,2.17142289946178,3.86916909586862,44.9580464709534,2.0130133357705e-11,1.14928682805812e-08
Vil1,-4.20453208222467,1.15750343046415,17.5778070242736,2.75788176564556e-05,0.0017221678869378
Serpine2,2.34317993973714,3.11415872365107,18.0333760241348,2.17065787638124e-05,0.0014105746671475
Marco,-1.95764060489121,1.32476703055866,6.12484152217769,0.0133295236453753,0.159495333080067
Tnnt2,2.21389107422374,-0.0328390086054661,4.55723804674136,0.0327798958379658,0.270581865001544
Mr1,1.96856171365594,2.21605264847365,43.6604558008143,3.9058476137503e-11,1.95121499854413e-08
Prrx1,1.80634681175962,-1.17048231470617,5.16399880302843,0.0230597456140861,0.222201985163822
Ush2a,4.14497595432228,-1.33307702907561,16.1741833254338,5.77761888533685e-05,0.0031522530887711
Mgst3,-1.53757953939008,4.2989634311269,13.6379919637785,0.0002216543652778,0.0091323883591016
Fmo3,-2.23809790522585,6.98498922695574,3.92342351888087,0.0476178166898425,0.3271852671636
Lcn2,2.98307524980875,3.35543109490118,12.0066345519346,0.000530114973157,0.0180691214517868
Slc43a1,2.52365168513318,3.34724636763828,37.0567864719379,1.1473854542537801e-09,3.59649095523548e-07
Cpxm1,1.51703084774397,0.0604344128684442,8.60498495842867,0.0033524413733189,0.0686198819383821
Fabp5,3.30996808049345,3.56288680099828,18.8032910602963,1.44916847049211e-05,0.0010072350943168
Car1,1.50608539438811,2.66964488950735,17.5307824970284,2.82693553301558e-05,0.0017584199000306
Chrna4,3.56657136594272,1.44198754803788,13.9076792059773,0.0001920123662601,0.0081409088735744
Epb41l1,-3.58988624260009,2.49270417915009,73.7362677929978,8.928325769424689e-18,1.7841026968752902e-14
Ocstamp,2.49330437241046,-0.168793679295297,13.8204750944257,0.000201132376883,0.0084613215180313
Slc7a11,-6.49924687156999,-0.920561872069679,44.4954008848301,2.5495542978051197e-11,1.35857250015709e-08
Myoz2,5.48681098904915,-2.21874577543102,4.09475856267713,0.0430163732801947,0.309233399403887
Them5,4.22966924411335,-2.05232230856342,7.4291783087114,0.0064174638709725,0.10288191736458
Nr4a3,2.8606539838976,-1.71801603960164,4.96135338228815,0.0259199135658532,0.238446740184571
Fmn2,2.95882306466651,1.10032062515205,15.4985243861157,8.25696864360932e-05,0.0041639085405911
Zfp618,2.06139495510217,-0.489238679728224,18.5960633801707,1.61553814084358e-05,0.0011084117047006
Orm3,3.28630191721123,3.6080943088454,15.4049686956898,8.67598654254836e-05,0.0043477843532657
Atp8b5,2.00287590411182,1.49900536014345,10.9629305374559,0.0009295269713346,0.0278371382174097
Ttc39a,2.08888566268202,0.62040169564966,5.94790252157969,0.0147348083333798,0.170936608140355
Ephb2,3.52195276848112,-0.977475859421718,22.8047683151718,1.79320244144022e-06,0.0001819594230823
Cyp4a14,-4.243285909217,10.6273762730769,17.171413047049,3.41537521845453e-05,0.0020296724253611
Fabp3,4.43768595596324,-1.03300938862519,4.30294821032154,0.0380463635059057,0.291847009119677
Trim63,4.96594729546285,-2.3534247335789,6.4497382678049,0.0110968688604057,0.143407070010061
Espn,-1.93437376144715,-0.431127779060367,15.2724880075814,9.30621234934067e-05,0.0045775110958941
Plch2,3.57360439739838,-2.2409528984757,7.64604193188288,0.0056897023042086,0.0953671812521206
Slc34a2,1.92793186121276,0.0359090463397296,4.92012009234136,0.0265456718336334,0.240702841708714
Stap1,2.9353314324048,1.35788044370464,20.2841086594973,6.67527188614269e-06,0.0005362356601601
Sult1e1,3.86998776755714,3.351412741875,10.9709382232287,0.0009255189015542,0.0278107991733953
Crybb3,2.14950236950782,-0.122428077359659,8.15927467535153,0.0042841501579513,0.0799141475204326
Cxcl9,1.62781920859894,2.40990236235058,9.07390973360947,0.0025928211558322,0.0578894399401313
Lmod2,4.31023936600039,-0.973261465773161,8.7329020316098,0.0031251869292052,0.0654765560928099
Asns,-3.8343747036172,1.89119740713209,21.2389502946895,4.05440925119097e-06,0.0003561197048875
Osbpl3,3.33346290585405,2.98162534958278,20.1381142132776,7.20465597805199e-06,0.0005701664874511
Slc13a4,1.57546945548923,-0.699936814443991,4.29369693621086,0.03825389970342,0.291898253297791
Bhlhe41,2.39899565415279,1.70088491527136,8.54444526007519,0.0034657820665711,0.0704885395880478
Srgap3,3.46781229709004,3.1026441394747,48.0268876760299,4.2041421014018e-12,3.05488252877315e-09
Apba2,1.91609200433427,-1.23232896841292,6.71164287914569,0.0095785438815298,0.131548627568845
Tmc5,4.0902342754303,-0.349382915494058,8.12860676436681,0.0043572216865183,0.0808575441571178
Xylt1,2.22847281085725,-1.44633062574722,9.23745502194166,0.0023711427800527,0.0552552310232123
Aqp8,1.57011122813042,6.62808735384775,11.7077918530478,0.0006223893150369,0.0205144651343945
Prss8,-1.51414585551221,2.42799087518914,8.4326033377946,0.0036855231360676,0.0733708254709555
Stx1b,1.87788720620865,2.69798423520181,31.5038248037441,1.99047796222835e-08,3.5752562588969e-06
Slc7a3,-4.56260920869568,-2.64074849163583,8.53599662404527,0.0034819062270064,0.0706041012149672
Chic1,2.15962114025529,2.56272210740045,19.8928729826317,8.19050964360014e-06,0.0006325289234907
Vegfd,-1.55412728461051,-0.67772386415601,8.39219415350547,0.0037683574927312,0.0744459883249168
Atp11a,2.37578913298794,4.37432935858745,41.7306043765378,1.04756312440745e-10,4.78466974479358e-08
Dkk4,5.8192317258998,-1.5844769363315,20.0561648068502,7.52007217320851e-06,0.0005892934988279
Smpd3,2.61528784895277,1.04351072477269,20.0003283048593,7.74288692556097e-06,0.0006008630601554
Apoa4,2.89307843657936,7.53424674976826,35.6249677042038,2.39201953406912e-09,6.37313737860483e-07
Treh,2.79963195776987,0.0829738951074215,24.4227247528138,7.73508773992072e-07,8.52780086968087e-05
Nnmt,2.07292890853007,5.76133192774947,4.2213138615238,0.0399192388753568,0.297366706738795
Gsta4,-2.39798522407556,6.14335881057502,74.9075906086886,4.93269908848984e-18,1.12648753755141e-14
Adamts7,-1.54768341198458,4.34951812702024,21.1658001332775,4.21214221693655e-06,0.0003659527471736
Slco2a1,-1.50786349921378,6.42645274985031,44.8672774365148,2.1085217739612898e-11,1.16230445098432e-08
Cyp2c38,-1.89526830724117,6.66430296942563,18.7663784289034,1.47748977271203e-05,0.0010180668752833
Abcc4,-2.45269045887607,2.32792618271869,40.4432493124956,2.024105920793e-10,8.51509401310443e-08
Gstt2,-1.5309150052671,6.65985823026934,35.7069800503927,2.29340824395681e-09,6.24964395852069e-07
Rnf225,-2.6572588761356,0.0661476041774259,14.6901606182824,0.0001267060738221,0.0058881491166319
Gpc1,4.62850857400827,3.68433096373114,57.3665123039827,3.61713778589171e-14,3.61397279032905e-11
Wnk4,-1.56225213058641,1.68749959329532,16.6727891672175,4.44135121045975e-05,0.0025266704786622
Ubd,2.84327928247664,-1.37935343685713,10.5640857117108,0.0011530605188069,0.0325785917763672
Rims4,2.48382776244178,-1.27117355951663,6.31055286029556,0.012002140756537,0.150483311477647
Pdzrn3,1.72465343490636,2.71120867439697,32.3472665994889,1.28938455721153e-08,2.45382161090279e-06
Ccl2,1.71807158357566,-1.02168723701019,6.28961885732052,0.0121447164895379,0.151085943814594
Tnni3,3.13991720533039,-1.30989259607579,7.46441355315604,0.0062930528464068,0.101514372152028
Cd276,1.51537586550847,0.827277262865066,7.41494976196422,0.0064684120595354,0.10344449716904
Pou2af2,2.67264769291633,1.54676770415898,15.8532635636498,6.84483883115632e-05,0.0035930845167154
Abcc12,-2.72517057686531,-1.13321004703526,16.1411281756426,5.87933160455743e-05,0.0031968365656617
Arhgap10,1.85974915224257,0.23439682027903,15.2571144091986,9.38226805108596e-05,0.0045866953230782
Il22ra1,-1.5140609239603,1.80027157087674,11.2705365005787,0.0007874696706157,0.0247266386446282
Mycn,3.01742001185232,0.254117306122683,22.4703678530843,2.13410479188902e-06,0.0002118993739325
Krt80,-1.97637776887223,-0.691989607893631,6.41272168451928,0.011330561000949,0.14480835044742
Aldh3b3,-1.74481028505288,0.246893548468683,4.68952626878679,0.0303470130016061,0.259843251121411
Egr2,2.11253612935021,-2.01523174799885,5.57669217538165,0.0182010687597588,0.193252847738678
A4gnt,3.84287317930082,-1.62983185838901,6.86125786685164,0.0088084519848059,0.12504311034344
Hsd3b5,4.15011341426005,6.39418023125012,27.0801506778913,1.95191907014938e-07,2.51640147221032e-05
Gask1a,1.54465725723026,1.7112626983038,7.59775745856028,0.0058440944912741,0.0960270209086813
Hrc,5.27373206998218,-1.0095265815032,6.75226057270164,0.0093628984513025,0.129863700648148
Pcp4l1,-1.96837587323617,5.35429042746075,15.5818907692465,7.90076751106186e-05,0.0040095768073598
Foxq1,-1.79878125636301,4.65738952804531,9.4120032287142,0.0021556958654768,0.0518990272673374
Susd4,3.11701410844056,4.8017796436599,30.3157564718431,3.67131431574266e-08,5.98873782157777e-06
Capn8,2.83824720045364,1.25448856872118,13.0518071641089,0.0003029919117148,0.0118271430687492
Slc35f1,4.79530472131834,-2.40268666012551,10.4143403177956,0.0012504051411525,0.034877744535105
Lpar1,1.66689379016371,-0.486977621924677,9.86579966152078,0.0016837947627583,0.0434848838084885
Ptk6,1.53115509381625,0.268026257436892,7.45233699251185,0.0063354138730096,0.102021846713834
Degs1l,-2.17750040105314,2.9873817952069,24.2150622436361,8.61558443953127e-07,9.43347485276348e-05
Ephx1,-2.12996878652836,8.53477525433006,71.0933219015895,3.40721393398866e-17,5.44677219487427e-14
Ppl,-1.94485283006747,4.31598459202872,16.8933739625461,3.95393653448522e-05,0.0022901315014594
Zdhhc2,-1.87904795837714,-0.114262796980911,21.1106105576751,4.3352102529683e-06,0.0003725950059352
Odad3,1.56680121813608,1.71928819936208,18.8077453058294,1.44578801456257e-05,0.0010072350943168
Htatip2,-2.08762599640837,5.03449192165302,140.978590610961,1.62638639301322e-32,2.5999412878709297e-28
Il7,1.52455814074522,-1.41932774634701,3.91865812015293,0.0477529821129423,0.32737584707672
Rundc3b,-2.66988292778519,-0.930103628315335,24.1315168264091,8.99756041094153e-07,9.78469392716403e-05
Cyp2b13,-3.09875398845778,7.26814162284919,10.3550114096981,0.0012912366726878,0.0358363011277561
Abcb1a,-2.50559356010272,3.30215019254201,34.1254435605232,5.167120255470691e-09,1.1634025972388e-06
Pck2,-2.17667737559577,2.05069353870781,37.3112257816901,1.0070326589341e-09,3.28539267055522e-07
Cyp2b9,-3.99507481578133,7.99381463997744,21.8166369642375,2.99987622644372e-06,0.0002802554693378
Mthfd1l,-2.58920347582633,0.489395316441326,18.2552874706773,1.93188937129463e-05,0.0012657042413736
Myh6,11.2125579491581,0.961966849293083,11.5810691546402,0.000666266234073,0.021517034379578
Gm11639,-3.35023485276755,-2.58217029285496,5.01711862235031,0.0250978996137881,0.234081110400243
Adgrf1,2.74254125679416,1.52298076768894,21.3590962412828,3.80809639971984e-06,0.0003382012724773
Slc7a1,-1.75943871671419,0.170549779749896,11.3982600090266,0.0007351292866078,0.0233633733115581
Serpina5,3.77101998767261,-0.848168713021839,10.6057610718854,0.0011273584424119,0.0321413221523359
Serpina12,2.92789793057409,4.9850591237652,15.7712434791858,7.14807487066614e-05,0.0037030773157496
Pnpla3,2.5147933532683,-0.0869015786949562,5.57676823314391,0.0182002782773405,0.193252847738678
Rasl12,-2.15288134322143,-1.0890108408879,5.38052803071916,0.02036271411365,0.207072740344026
Slco1a1,1.68179632998995,7.30521239473761,7.89035958788662,0.0049698982688336,0.0878858337672291
Tmem45b,2.26785150225527,-0.446824628175669,5.01480065454226,0.0251315227863941,0.234258031057316
Lad1,2.21488113846676,1.75776418012819,10.8106308574245,0.0010091890780569,0.0296216362116427
S100a10,1.79403726321133,5.23516683291113,22.2916282830704,2.34225524857071e-06,0.0002311314345904
Slc35f2,2.43198379940878,-1.0689029071648,5.0194238977647,0.0250645068707266,0.234043876044981
Cux2,-2.68124431451838,3.75657549565302,10.6526331115521,0.0010991431250656,0.0316023417217603
Bex2,2.21232054506417,-2.44106988476199,4.99921885261864,0.0253587612485606,0.235487054083196
Gpx2,-4.03662219026504,-2.20150146335838,4.97982790879833,0.0256445340123173,0.236967353017864
Trim72,1.57906401820071,-0.671880618429244,3.93335078056024,0.0473375350024877,0.326743451878139
Ncmap,1.70717987878934,0.965381240850008,6.740279718107,0.0094259844430975,0.130332794751243
Fmn1,1.64624794813567,2.31993942697463,8.48661302896281,0.003577692310985,0.0720314726491265
Tafa2,-5.43069729996413,-0.370642196394884,8.25716572245564,0.0040591452381512,0.0776613217145371
Snhg11,-1.85499404454849,2.88956768537355,6.79829838031434,0.0091244794345243,0.128175683866701
Slc15a5,2.12022775322258,1.39317400872028,15.9711769739628,6.4314252940243e-05,0.0034385540050258
Klhl31,3.80382011167142,-1.90272770284273,6.14289254613584,0.0131941311791515,0.158349385157595
Slc16a5,-1.54171307880309,4.83286331398434,9.20041465145582,0.0024196031274553,0.0558306337462702
Lrtm1,3.29074499262159,4.4370856700583,33.1654582638761,8.464080526456311e-09,1.71274419361937e-06
Chrm3,1.770713804518,0.346672566392687,17.321937286996,3.15523272197896e-05,0.0019178536233291
Gldn,4.68206984823659,-1.82603875437018,6.45088731488046,0.0110896943894406,0.143407070010061
Hrk,2.21289062179761,-1.69639783090249,8.81392491788921,0.0029894029372651,0.0638884964640644
Rnase2a,4.95781175228069,-1.23383413503545,9.42204236246982,0.0021439260529403,0.0516935171678792
Fbxo40,3.66403691305046,0.556051300030595,34.7955238725534,3.6621446697101702e-09,8.75707534323787e-07
Gng7,-1.92691805967964,0.299731605147582,17.9096504124881,2.31643535700225e-05,0.0014974881917262
Omd,2.28187301243003,0.189612262646131,18.3229210314013,1.86450321034363e-05,0.0012316507570476
Themis,2.86257909825352,-1.68109507466443,7.43853841872416,0.0063841716652921,0.10257021933805
Rarres1,2.93929079168322,5.48520181149059,25.3093938572758,4.88324732742892e-07,5.53642494867225e-05
Pls1,3.14749149336889,-0.268780333122857,14.2015034690735,0.0001642392340997,0.0071540283278452
Mmp12,2.01878615097519,-0.178894014964976,7.52380862358888,0.0060888809659118,0.098819138193976
Ces2b,2.8241173011447,-1.31710859285783,6.9406870570544,0.0084256743682575,0.122126401836013
Sprr1a,5.26132089933612,-2.4003913365696,7.03476754191513,0.0079942249412182,0.118052550399478
Mmp13,2.4968380026684,-2.00626524009531,6.84173074275668,0.0089052518952692,0.125759149114641
